posting_date,document_date,cost_center,gl_account,amount,vendor,description
2024-03-21,2024-03-21,CC-COAST-PS,6010,4273.51,SearchAds Media,Paid Search acquisition spend — 2024-03
2024-03-22,2024-03-22,CC-COAST-PS,6010,4030.68,SearchAds Media,Paid Search acquisition spend — 2024-03
2024-03-23,2024-03-23,CC-COAST-PS,6010,3921.27,SearchAds Media,Paid Search acquisition spend — 2024-03
2024-03-24,2024-03-24,CC-COAST-PS,6010,4150.76,SearchAds Media,Paid Search acquisition spend — 2024-03
2024-03-25,2024-03-25,CC-COAST-PS,6010,4520.36,SearchAds Media,Paid Search acquisition spend — 2024-03
2024-03-26,2024-03-26,CC-COAST-PS,6010,4368.54,SearchAds Media,Paid Search acquisition spend — 2024-03
2024-03-27,2024-03-27,CC-COAST-PS,6010,4285.57,SearchAds Media,Paid Search acquisition spend — 2024-03
2024-03-28,2024-03-28,CC-COAST-PS,6010,4184.65,SearchAds Media,Paid Search acquisition spend — 2024-03
2024-03-29,2024-03-29,CC-COAST-PS,6010,4240.43,SearchAds Media,Paid Search acquisition spend — 2024-03
2024-03-30,2024-03-30,CC-COAST-PS,6010,3725.79,SearchAds Media,Paid Search acquisition spend — 2024-03
2024-03-31,2024-03-31,CC-COAST-PS,6010,3897.81,SearchAds Media,Paid Search acquisition spend — 2024-03
2024-04-01,2024-04-01,CC-COAST-PS,6010,4550.57,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-02,2024-04-02,CC-COAST-PS,6010,4403.53,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-03,2024-04-03,CC-COAST-PS,6010,4431.26,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-04,2024-04-04,CC-COAST-PS,6010,4208.85,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-05,2024-04-05,CC-COAST-PS,6010,4549.58,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-06,2024-04-06,CC-COAST-PS,6010,4234.34,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-07,2024-04-07,CC-COAST-PS,6010,4061.77,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-08,2024-04-08,CC-COAST-PS,6010,4219.15,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-09,2024-04-09,CC-COAST-PS,6010,4315.45,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-10,2024-04-10,CC-COAST-PS,6010,4126.13,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-11,2024-04-11,CC-COAST-PS,6010,4601.0,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-12,2024-04-12,CC-COAST-PS,6010,4721.32,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-13,2024-04-13,CC-COAST-PS,6010,4118.07,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-14,2024-04-14,CC-COAST-PS,6010,4040.2,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-15,2024-04-15,CC-COAST-PS,6010,4735.57,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-16,2024-04-16,CC-COAST-PS,6010,4587.89,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-17,2024-04-17,CC-COAST-PS,6010,4694.96,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-18,2024-04-18,CC-COAST-PS,6010,4499.77,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-19,2024-04-19,CC-COAST-PS,6010,4433.27,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-20,2024-04-20,CC-COAST-PS,6010,3768.48,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-21,2024-04-21,CC-COAST-PS,6010,4009.88,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-22,2024-04-22,CC-COAST-PS,6010,4429.01,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-23,2024-04-23,CC-COAST-PS,6010,4567.11,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-24,2024-04-24,CC-COAST-PS,6010,4701.77,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-25,2024-04-25,CC-COAST-PS,6010,4549.29,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-26,2024-04-26,CC-COAST-PS,6010,4122.6,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-27,2024-04-27,CC-COAST-PS,6010,4222.51,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-28,2024-04-28,CC-COAST-PS,6010,4073.25,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-29,2024-04-29,CC-COAST-PS,6010,4480.36,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-04-30,2024-04-30,CC-COAST-PS,6010,4360.26,SearchAds Media,Paid Search acquisition spend — 2024-04
2024-05-01,2024-05-01,CC-COAST-PS,6010,4900.47,SearchAds Media,Paid Search acquisition spend — 2024-05
2024-05-02,2024-05-02,CC-COAST-PS,6010,4342.73,SearchAds Media,Paid Search acquisition spend — 2024-05
2024-05-03,2024-05-03,CC-COAST-PS,6010,4626.29,SearchAds Media,Paid Search acquisition spend — 2024-05
2024-05-04,2024-05-04,CC-COAST-PS,6010,4121.74,SearchAds Media,Paid Search acquisition spend — 2024-05
2024-05-05,2024-05-05,CC-COAST-PS,6010,4472.36,SearchAds Media,Paid Search acquisition spend — 2024-05
2024-05-06,2024-05-06,CC-COAST-PS,6010,4609.43,SearchAds Media,Paid Search acquisition spend — 2024-05
2024-05-07,2024-05-07,CC-COAST-PS,6010,4571.76,SearchAds Media,Paid Search acquisition spend — 2024-05
2024-05-08,2024-05-08,CC-COAST-PS,6010,4642.63,SearchAds Media,Paid Search acquisition spend — 2024-05
2024-05-09,2024-05-09,CC-COAST-PS,6010,4891.79,SearchAds Media,Paid Search acquisition spend — 2024-05
2024-05-10,2024-05-10,CC-COAST-PS,6010,5011.63,SearchAds Media,Paid Search acquisition spend — 2024-05
2024-05-11,2024-05-11,CC-COAST-PS,6010,4170.93,SearchAds Media,Paid Search acquisition spend — 2024-05
2024-05-12,2024-05-12,CC-COAST-PS,6010,4104.58,SearchAds Media,Paid Search acquisition spend — 2024-05
2024-05-13,2024-05-13,CC-COAST-PS,6010,4414.16,SearchAds Media,Paid Search acquisition spend — 2024-05
2024-05-14,2024-05-14,CC-COAST-PS,6010,4556.94,SearchAds Media,Paid Search acquisition spend — 2024-05
2024-05-15,2024-05-15,CC-COAST-PS,6010,4897.86,SearchAds Media,Paid Search acquisition spend — 2024-05
2024-05-16,2024-05-16,CC-COAST-PS,6010,4633.67,SearchAds Media,Paid Search acquisition spend — 2024-05
2024-05-17,2024-05-17,CC-COAST-PS,6010,4759.06,SearchAds Media,Paid Search acquisition spend — 2024-05
2024-05-18,2024-05-18,CC-COAST-PS,6010,4083.0,SearchAds Media,Paid Search acquisition spend — 2024-05
2024-05-19,2024-05-19,CC-COAST-PS,6010,4279.83,SearchAds Media,Paid Search acquisition spend — 2024-05
2024-05-20,2024-05-20,CC-COAST-PS,6010,4499.06,SearchAds Media,Paid Search acquisition spend — 2024-05
2024-05-21,2024-05-21,CC-COAST-PS,6010,4666.59,SearchAds Media,Paid Search acquisition spend — 2024-05
2024-05-22,2024-05-22,CC-COAST-PS,6010,4680.09,SearchAds Media,Paid Search acquisition spend — 2024-05
2023-05-01,2023-05-01,CC-COAST-PS,6900,8985.16,Corporate Allocations,Monthly overhead allocation — 2023-05
2023-06-01,2023-06-01,CC-COAST-PS,6900,8302.11,Corporate Allocations,Monthly overhead allocation — 2023-06
2023-07-01,2023-07-01,CC-COAST-PS,6900,9070.56,Corporate Allocations,Monthly overhead allocation — 2023-07
2023-08-01,2023-08-01,CC-COAST-PS,6900,8375.37,Corporate Allocations,Monthly overhead allocation — 2023-08
2023-09-01,2023-09-01,CC-COAST-PS,6900,9274.44,Corporate Allocations,Monthly overhead allocation — 2023-09
2023-10-01,2023-10-01,CC-COAST-PS,6900,9180.18,Corporate Allocations,Monthly overhead allocation — 2023-10
2023-11-01,2023-11-01,CC-COAST-PS,6900,8328.42,Corporate Allocations,Monthly overhead allocation — 2023-11
2023-12-01,2023-12-01,CC-COAST-PS,6900,8804.82,Corporate Allocations,Monthly overhead allocation — 2023-12
2024-01-01,2024-01-01,CC-COAST-PS,6900,8897.09,Corporate Allocations,Monthly overhead allocation — 2024-01
2024-02-01,2024-02-01,CC-COAST-PS,6900,8638.32,Corporate Allocations,Monthly overhead allocation — 2024-02
2024-03-01,2024-03-01,CC-COAST-PS,6900,9308.53,Corporate Allocations,Monthly overhead allocation — 2024-03
2024-04-01,2024-04-01,CC-COAST-PS,6900,9039.74,Corporate Allocations,Monthly overhead allocation — 2024-04
2024-05-01,2024-05-01,CC-COAST-PS,6900,8740.24,Corporate Allocations,Monthly overhead allocation — 2024-05
2023-05-01,2023-05-01,CC-COAST-DD,6010,4762.64,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-02,2023-05-02,CC-COAST-DD,6010,4884.51,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-03,2023-05-03,CC-COAST-DD,6010,4695.55,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-04,2023-05-04,CC-COAST-DD,6010,4693.92,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-05,2023-05-05,CC-COAST-DD,6010,4677.43,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-06,2023-05-06,CC-COAST-DD,6010,741.94,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-07,2023-05-07,CC-COAST-DD,6010,731.18,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-08,2023-05-08,CC-COAST-DD,6010,4662.86,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-09,2023-05-09,CC-COAST-DD,6010,4697.2,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-10,2023-05-10,CC-COAST-DD,6010,4941.43,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-11,2023-05-11,CC-COAST-DD,6010,4288.13,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-12,2023-05-12,CC-COAST-DD,6010,5028.07,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-13,2023-05-13,CC-COAST-DD,6010,767.13,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-14,2023-05-14,CC-COAST-DD,6010,774.83,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-15,2023-05-15,CC-COAST-DD,6010,5014.74,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-16,2023-05-16,CC-COAST-DD,6010,4901.51,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-17,2023-05-17,CC-COAST-DD,6010,4878.49,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-18,2023-05-18,CC-COAST-DD,6010,4817.52,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-19,2023-05-19,CC-COAST-DD,6010,4853.51,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-20,2023-05-20,CC-COAST-DD,6010,755.07,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-21,2023-05-21,CC-COAST-DD,6010,702.72,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-22,2023-05-22,CC-COAST-DD,6010,5044.24,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-23,2023-05-23,CC-COAST-DD,6010,5018.25,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-24,2023-05-24,CC-COAST-DD,6010,5047.16,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-25,2023-05-25,CC-COAST-DD,6010,4784.19,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-26,2023-05-26,CC-COAST-DD,6010,4803.06,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-27,2023-05-27,CC-COAST-DD,6010,761.82,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-28,2023-05-28,CC-COAST-DD,6010,746.66,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-29,2023-05-29,CC-COAST-DD,6010,4714.83,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-30,2023-05-30,CC-COAST-DD,6010,5055.3,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-05-31,2023-05-31,CC-COAST-DD,6010,4545.39,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-05
2023-06-01,2023-06-01,CC-COAST-DD,6010,5407.86,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-02,2023-06-02,CC-COAST-DD,6010,4657.7,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-03,2023-06-03,CC-COAST-DD,6010,714.49,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-04,2023-06-04,CC-COAST-DD,6010,778.04,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-05,2023-06-05,CC-COAST-DD,6010,4775.73,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-06,2023-06-06,CC-COAST-DD,6010,4760.26,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-07,2023-06-07,CC-COAST-DD,6010,5104.27,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-08,2023-06-08,CC-COAST-DD,6010,5265.1,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-09,2023-06-09,CC-COAST-DD,6010,5260.67,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-10,2023-06-10,CC-COAST-DD,6010,755.45,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-11,2023-06-11,CC-COAST-DD,6010,716.56,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-12,2023-06-12,CC-COAST-DD,6010,5082.85,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-13,2023-06-13,CC-COAST-DD,6010,5151.46,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-14,2023-06-14,CC-COAST-DD,6010,4876.95,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-15,2023-06-15,CC-COAST-DD,6010,4832.49,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-16,2023-06-16,CC-COAST-DD,6010,5290.85,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-17,2023-06-17,CC-COAST-DD,6010,769.62,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-18,2023-06-18,CC-COAST-DD,6010,775.09,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-19,2023-06-19,CC-COAST-DD,6010,4912.92,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-20,2023-06-20,CC-COAST-DD,6010,4786.46,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-21,2023-06-21,CC-COAST-DD,6010,4745.87,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-22,2023-06-22,CC-COAST-DD,6010,5038.98,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-23,2023-06-23,CC-COAST-DD,6010,5050.11,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-24,2023-06-24,CC-COAST-DD,6010,770.07,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-25,2023-06-25,CC-COAST-DD,6010,721.22,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-26,2023-06-26,CC-COAST-DD,6010,5201.3,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-27,2023-06-27,CC-COAST-DD,6010,4815.15,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-28,2023-06-28,CC-COAST-DD,6010,4973.15,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-29,2023-06-29,CC-COAST-DD,6010,4736.8,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-06-30,2023-06-30,CC-COAST-DD,6010,5196.97,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-06
2023-07-01,2023-07-01,CC-COAST-DD,6010,755.77,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-02,2023-07-02,CC-COAST-DD,6010,759.47,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-03,2023-07-03,CC-COAST-DD,6010,4930.34,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-04,2023-07-04,CC-COAST-DD,6010,5357.59,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-05,2023-07-05,CC-COAST-DD,6010,5265.17,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-06,2023-07-06,CC-COAST-DD,6010,5041.15,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-07,2023-07-07,CC-COAST-DD,6010,5132.02,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-08,2023-07-08,CC-COAST-DD,6010,788.26,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-09,2023-07-09,CC-COAST-DD,6010,746.18,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-10,2023-07-10,CC-COAST-DD,6010,5438.65,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-11,2023-07-11,CC-COAST-DD,6010,5017.64,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-12,2023-07-12,CC-COAST-DD,6010,4757.31,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-13,2023-07-13,CC-COAST-DD,6010,5028.46,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-14,2023-07-14,CC-COAST-DD,6010,4996.99,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-15,2023-07-15,CC-COAST-DD,6010,772.03,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-16,2023-07-16,CC-COAST-DD,6010,791.36,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-17,2023-07-17,CC-COAST-DD,6010,4607.43,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-18,2023-07-18,CC-COAST-DD,6010,4779.53,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-19,2023-07-19,CC-COAST-DD,6010,5457.05,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-20,2023-07-20,CC-COAST-DD,6010,4994.44,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-21,2023-07-21,CC-COAST-DD,6010,4887.51,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-22,2023-07-22,CC-COAST-DD,6010,748.73,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-23,2023-07-23,CC-COAST-DD,6010,776.83,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-24,2023-07-24,CC-COAST-DD,6010,5063.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-25,2023-07-25,CC-COAST-DD,6010,4834.75,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-26,2023-07-26,CC-COAST-DD,6010,4682.58,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-27,2023-07-27,CC-COAST-DD,6010,4989.36,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-28,2023-07-28,CC-COAST-DD,6010,4954.32,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-29,2023-07-29,CC-COAST-DD,6010,765.5,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-30,2023-07-30,CC-COAST-DD,6010,780.63,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-07-31,2023-07-31,CC-COAST-DD,6010,5107.52,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-07
2023-08-01,2023-08-01,CC-COAST-DD,6010,4990.91,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-02,2023-08-02,CC-COAST-DD,6010,5335.48,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-03,2023-08-03,CC-COAST-DD,6010,5090.98,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-04,2023-08-04,CC-COAST-DD,6010,4930.95,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-05,2023-08-05,CC-COAST-DD,6010,692.22,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-06,2023-08-06,CC-COAST-DD,6010,717.2,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-07,2023-08-07,CC-COAST-DD,6010,4528.28,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-08,2023-08-08,CC-COAST-DD,6010,4823.26,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-09,2023-08-09,CC-COAST-DD,6010,4868.41,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-10,2023-08-10,CC-COAST-DD,6010,5114.76,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-11,2023-08-11,CC-COAST-DD,6010,4896.55,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-12,2023-08-12,CC-COAST-DD,6010,779.46,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-13,2023-08-13,CC-COAST-DD,6010,737.32,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-14,2023-08-14,CC-COAST-DD,6010,4923.94,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-15,2023-08-15,CC-COAST-DD,6010,5342.53,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-16,2023-08-16,CC-COAST-DD,6010,5079.58,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-17,2023-08-17,CC-COAST-DD,6010,4890.45,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-18,2023-08-18,CC-COAST-DD,6010,4847.03,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-19,2023-08-19,CC-COAST-DD,6010,804.6,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-20,2023-08-20,CC-COAST-DD,6010,729.27,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-21,2023-08-21,CC-COAST-DD,6010,4421.66,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-22,2023-08-22,CC-COAST-DD,6010,4934.59,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-23,2023-08-23,CC-COAST-DD,6010,5113.72,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-24,2023-08-24,CC-COAST-DD,6010,4875.03,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-25,2023-08-25,CC-COAST-DD,6010,5377.8,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-26,2023-08-26,CC-COAST-DD,6010,749.55,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-27,2023-08-27,CC-COAST-DD,6010,732.59,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-28,2023-08-28,CC-COAST-DD,6010,5033.29,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-29,2023-08-29,CC-COAST-DD,6010,5153.05,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-30,2023-08-30,CC-COAST-DD,6010,4671.26,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-08-31,2023-08-31,CC-COAST-DD,6010,4746.22,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-08
2023-09-01,2023-09-01,CC-COAST-DD,6010,4812.29,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-02,2023-09-02,CC-COAST-DD,6010,737.73,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-03,2023-09-03,CC-COAST-DD,6010,731.35,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-04,2023-09-04,CC-COAST-DD,6010,4909.41,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-05,2023-09-05,CC-COAST-DD,6010,4741.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-06,2023-09-06,CC-COAST-DD,6010,5029.0,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-07,2023-09-07,CC-COAST-DD,6010,4781.97,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-08,2023-09-08,CC-COAST-DD,6010,4604.42,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-09,2023-09-09,CC-COAST-DD,6010,713.03,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-10,2023-09-10,CC-COAST-DD,6010,713.22,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-11,2023-09-11,CC-COAST-DD,6010,4660.34,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-12,2023-09-12,CC-COAST-DD,6010,4836.95,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-13,2023-09-13,CC-COAST-DD,6010,4328.33,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-14,2023-09-14,CC-COAST-DD,6010,4986.45,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-15,2023-09-15,CC-COAST-DD,6010,4743.54,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-16,2023-09-16,CC-COAST-DD,6010,730.43,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-17,2023-09-17,CC-COAST-DD,6010,702.2,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-18,2023-09-18,CC-COAST-DD,6010,4812.38,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-19,2023-09-19,CC-COAST-DD,6010,4944.7,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-20,2023-09-20,CC-COAST-DD,6010,4742.87,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-21,2023-09-21,CC-COAST-DD,6010,4845.46,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-22,2023-09-22,CC-COAST-DD,6010,4877.22,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-23,2023-09-23,CC-COAST-DD,6010,716.62,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-24,2023-09-24,CC-COAST-DD,6010,741.22,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-25,2023-09-25,CC-COAST-DD,6010,4613.14,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-26,2023-09-26,CC-COAST-DD,6010,4877.53,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
2023-09-27,2023-09-27,CC-COAST-DD,6010,5062.21,FieldForce Sales LLC,Door_to_Door acquisition spend — 2023-09
