date,entity,segment,product_type,volume_in,volume_converted,volume_lost,revenue_per_unit
2023-05-31,ERCOT Coast,Paid Search,Term,52,44,8,74.47
2023-06-01,ERCOT Coast,Paid Search,Term,54,44,10,77.18
2023-06-02,ERCOT Coast,Paid Search,Term,50,43,7,75.17
2023-06-03,ERCOT Coast,Paid Search,Term,46,39,7,76.7
2023-06-04,ERCOT Coast,Paid Search,Term,47,39,8,78.01
2023-06-05,ERCOT Coast,Paid Search,Term,48,40,8,75.82
2023-06-06,ERCOT Coast,Paid Search,Term,53,45,8,75.73
2023-06-07,ERCOT Coast,Paid Search,Term,48,40,8,77.46
2023-06-08,ERCOT Coast,Paid Search,Term,49,41,8,76.12
2023-06-09,ERCOT Coast,Paid Search,Term,51,42,9,77.39
2023-06-10,ERCOT Coast,Paid Search,Term,49,42,7,77.1
2023-06-11,ERCOT Coast,Paid Search,Term,46,37,9,78.33
2023-06-12,ERCOT Coast,Paid Search,Term,50,41,9,74.92
2023-06-13,ERCOT Coast,Paid Search,Term,51,44,7,77.6
2023-06-14,ERCOT Coast,Paid Search,Term,51,44,7,73.24
2023-06-15,ERCOT Coast,Paid Search,Term,49,42,7,74.76
2023-06-16,ERCOT Coast,Paid Search,Term,51,44,7,74.33
2023-06-17,ERCOT Coast,Paid Search,Term,50,43,7,73.71
2023-06-18,ERCOT Coast,Paid Search,Term,46,40,6,73.86
2023-06-19,ERCOT Coast,Paid Search,Term,48,41,7,73.01
2023-06-20,ERCOT Coast,Paid Search,Term,53,46,7,74.92
2023-06-21,ERCOT Coast,Paid Search,Term,50,42,8,77.76
2023-06-22,ERCOT Coast,Paid Search,Term,53,45,8,74.88
2023-06-23,ERCOT Coast,Paid Search,Term,52,43,9,75.25
2023-06-24,ERCOT Coast,Paid Search,Term,45,37,8,74.38
2023-06-25,ERCOT Coast,Paid Search,Term,47,41,6,74.0
2023-06-26,ERCOT Coast,Paid Search,Term,48,40,8,79.07
2023-06-27,ERCOT Coast,Paid Search,Term,51,44,7,75.14
2023-06-28,ERCOT Coast,Paid Search,Term,50,44,6,75.73
2023-06-29,ERCOT Coast,Paid Search,Term,50,42,8,75.95
2023-06-30,ERCOT Coast,Paid Search,Term,53,43,10,75.37
2023-07-01,ERCOT Coast,Paid Search,Term,45,38,7,75.65
2023-07-02,ERCOT Coast,Paid Search,Term,46,40,6,72.67
2023-07-03,ERCOT Coast,Paid Search,Term,54,45,9,76.34
2023-07-04,ERCOT Coast,Paid Search,Term,51,44,7,75.23
2023-07-05,ERCOT Coast,Paid Search,Term,50,42,8,74.72
2023-07-06,ERCOT Coast,Paid Search,Term,51,44,7,77.8
2023-07-07,ERCOT Coast,Paid Search,Term,52,43,9,77.4
2023-07-08,ERCOT Coast,Paid Search,Term,44,37,7,76.82
2023-07-09,ERCOT Coast,Paid Search,Term,46,37,9,74.03
2023-07-10,ERCOT Coast,Paid Search,Term,51,43,8,76.73
2023-07-11,ERCOT Coast,Paid Search,Term,52,44,8,74.93
2023-07-12,ERCOT Coast,Paid Search,Term,52,43,9,75.5
2023-07-13,ERCOT Coast,Paid Search,Term,51,42,9,73.97
2023-07-14,ERCOT Coast,Paid Search,Term,54,47,7,75.82
2023-07-15,ERCOT Coast,Paid Search,Term,48,41,7,75.86
2023-07-16,ERCOT Coast,Paid Search,Term,48,41,7,78.19
2023-07-17,ERCOT Coast,Paid Search,Term,52,44,8,74.23
2023-07-18,ERCOT Coast,Paid Search,Term,55,47,8,74.91
2023-07-19,ERCOT Coast,Paid Search,Term,50,43,7,75.19
2023-07-20,ERCOT Coast,Paid Search,Term,52,44,8,77.19
2023-07-21,ERCOT Coast,Paid Search,Term,51,44,7,75.14
2023-07-22,ERCOT Coast,Paid Search,Term,47,42,5,76.88
2023-07-23,ERCOT Coast,Paid Search,Term,44,38,6,76.85
2023-07-24,ERCOT Coast,Paid Search,Term,52,44,8,75.51
2023-07-25,ERCOT Coast,Paid Search,Term,51,45,6,75.7
2023-07-26,ERCOT Coast,Paid Search,Term,47,39,8,78.13
2023-07-27,ERCOT Coast,Paid Search,Term,50,42,8,74.03
2023-07-28,ERCOT Coast,Paid Search,Term,49,41,8,76.54
2023-07-29,ERCOT Coast,Paid Search,Term,45,38,7,75.04
2023-07-30,ERCOT Coast,Paid Search,Term,48,41,7,75.98
2023-07-31,ERCOT Coast,Paid Search,Term,50,43,7,73.34
2023-08-01,ERCOT Coast,Paid Search,Term,51,43,8,77.04
2023-08-02,ERCOT Coast,Paid Search,Term,50,44,6,75.28
2023-08-03,ERCOT Coast,Paid Search,Term,53,46,7,75.38
2023-08-04,ERCOT Coast,Paid Search,Term,53,44,9,75.66
2023-08-05,ERCOT Coast,Paid Search,Term,47,41,6,74.2
2023-08-06,ERCOT Coast,Paid Search,Term,47,41,6,76.29
2023-08-07,ERCOT Coast,Paid Search,Term,50,44,6,78.69
2023-08-08,ERCOT Coast,Paid Search,Term,48,41,7,76.14
2023-08-09,ERCOT Coast,Paid Search,Term,53,46,7,75.88
2023-08-10,ERCOT Coast,Paid Search,Term,49,41,8,76.33
2023-08-11,ERCOT Coast,Paid Search,Term,52,44,8,75.47
2023-08-12,ERCOT Coast,Paid Search,Term,47,39,8,75.09
2023-08-13,ERCOT Coast,Paid Search,Term,44,37,7,76.14
2023-08-14,ERCOT Coast,Paid Search,Term,54,45,9,75.66
2023-08-15,ERCOT Coast,Paid Search,Term,53,44,9,76.74
2023-08-16,ERCOT Coast,Paid Search,Term,51,42,9,73.45
2023-08-17,ERCOT Coast,Paid Search,Term,52,45,7,76.11
2023-08-18,ERCOT Coast,Paid Search,Term,52,44,8,76.53
2023-08-19,ERCOT Coast,Paid Search,Term,46,39,7,75.65
2023-08-20,ERCOT Coast,Paid Search,Term,45,38,7,77.9
2023-08-21,ERCOT Coast,Paid Search,Term,51,43,8,78.75
2023-08-22,ERCOT Coast,Paid Search,Term,52,45,7,78.13
2023-08-23,ERCOT Coast,Paid Search,Term,50,42,8,76.93
2023-08-24,ERCOT Coast,Paid Search,Term,53,45,8,79.76
2023-08-25,ERCOT Coast,Paid Search,Term,55,46,9,74.23
2023-08-26,ERCOT Coast,Paid Search,Term,46,39,7,77.08
2023-08-27,ERCOT Coast,Paid Search,Term,47,40,7,75.07
2023-08-28,ERCOT Coast,Paid Search,Term,52,44,8,77.17
2023-08-29,ERCOT Coast,Paid Search,Term,47,41,6,75.44
2023-08-30,ERCOT Coast,Paid Search,Term,51,44,7,76.4
2023-08-31,ERCOT Coast,Paid Search,Term,51,44,7,79.06
2023-09-01,ERCOT Coast,Paid Search,Term,51,42,9,76.33
2023-09-02,ERCOT Coast,Paid Search,Term,44,37,7,75.12
2023-09-03,ERCOT Coast,Paid Search,Term,43,37,6,77.11
2023-09-04,ERCOT Coast,Paid Search,Term,46,40,6,76.78
2023-09-05,ERCOT Coast,Paid Search,Term,52,44,8,77.35
2023-09-06,ERCOT Coast,Paid Search,Term,49,42,7,77.09
2023-09-07,ERCOT Coast,Paid Search,Term,50,43,7,72.33
2023-09-08,ERCOT Coast,Paid Search,Term,48,41,7,75.89
2023-09-09,ERCOT Coast,Paid Search,Term,42,36,6,73.94
2023-09-10,ERCOT Coast,Paid Search,Term,47,40,7,73.88
2023-09-11,ERCOT Coast,Paid Search,Term,49,44,5,77.47
2023-09-12,ERCOT Coast,Paid Search,Term,50,44,6,75.17
2023-09-13,ERCOT Coast,Paid Search,Term,49,42,7,79.33
2023-09-14,ERCOT Coast,Paid Search,Term,51,44,7,75.97
2023-09-15,ERCOT Coast,Paid Search,Term,54,46,8,76.57
2023-09-16,ERCOT Coast,Paid Search,Term,44,37,7,76.39
2023-09-17,ERCOT Coast,Paid Search,Term,45,38,7,76.15
2023-09-18,ERCOT Coast,Paid Search,Term,49,42,7,78.22
2023-09-19,ERCOT Coast,Paid Search,Term,53,45,8,79.03
2023-09-20,ERCOT Coast,Paid Search,Term,52,43,9,73.87
2023-09-21,ERCOT Coast,Paid Search,Term,50,43,7,74.21
2023-09-22,ERCOT Coast,Paid Search,Term,53,46,7,80.01
2023-09-23,ERCOT Coast,Paid Search,Term,48,41,7,77.52
2023-09-24,ERCOT Coast,Paid Search,Term,42,37,5,75.8
2023-09-25,ERCOT Coast,Paid Search,Term,49,42,7,73.85
2023-09-26,ERCOT Coast,Paid Search,Term,48,39,9,72.77
2023-09-27,ERCOT Coast,Paid Search,Term,47,41,6,77.35
2023-09-28,ERCOT Coast,Paid Search,Term,53,46,7,77.59
2023-09-29,ERCOT Coast,Paid Search,Term,53,45,8,77.01
2023-09-30,ERCOT Coast,Paid Search,Term,46,40,6,77.21
2023-10-01,ERCOT Coast,Paid Search,Term,46,39,7,77.07
2023-10-02,ERCOT Coast,Paid Search,Term,52,43,9,72.5
2023-10-03,ERCOT Coast,Paid Search,Term,49,42,7,74.94
2023-10-04,ERCOT Coast,Paid Search,Term,44,37,7,75.56
2023-10-05,ERCOT Coast,Paid Search,Term,48,42,6,73.65
2023-10-06,ERCOT Coast,Paid Search,Term,47,41,6,74.61
2023-10-07,ERCOT Coast,Paid Search,Term,41,35,6,76.74
2023-10-08,ERCOT Coast,Paid Search,Term,42,35,7,76.19
2023-10-09,ERCOT Coast,Paid Search,Term,46,39,7,73.1
2023-10-10,ERCOT Coast,Paid Search,Term,48,39,9,75.39
2023-10-11,ERCOT Coast,Paid Search,Term,50,44,6,77.29
2023-10-12,ERCOT Coast,Paid Search,Term,46,38,8,75.42
2023-10-13,ERCOT Coast,Paid Search,Term,46,40,6,76.83
2023-10-14,ERCOT Coast,Paid Search,Term,44,37,7,76.02
2023-10-15,ERCOT Coast,Paid Search,Term,40,34,6,76.14
2023-10-16,ERCOT Coast,Paid Search,Term,50,43,7,76.06
2023-10-17,ERCOT Coast,Paid Search,Term,42,35,7,75.19
2023-10-18,ERCOT Coast,Paid Search,Term,48,40,8,75.99
2023-10-19,ERCOT Coast,Paid Search,Term,48,42,6,77.96
2023-10-20,ERCOT Coast,Paid Search,Term,51,41,10,78.23
2023-10-21,ERCOT Coast,Paid Search,Term,41,35,6,76.34
2023-10-22,ERCOT Coast,Paid Search,Term,43,36,7,75.69
2023-10-23,ERCOT Coast,Paid Search,Term,47,42,5,75.06
2023-10-24,ERCOT Coast,Paid Search,Term,48,41,7,76.72
2023-10-25,ERCOT Coast,Paid Search,Term,49,43,6,74.35
2023-10-26,ERCOT Coast,Paid Search,Term,48,40,8,77.04
2023-10-27,ERCOT Coast,Paid Search,Term,49,41,8,77.42
2023-10-28,ERCOT Coast,Paid Search,Term,48,41,7,73.22
2023-10-29,ERCOT Coast,Paid Search,Term,43,37,6,75.91
2023-10-30,ERCOT Coast,Paid Search,Term,49,44,5,76.09
2023-10-31,ERCOT Coast,Paid Search,Term,46,39,7,76.3
2023-11-01,ERCOT Coast,Paid Search,Term,47,39,8,73.9
2023-11-02,ERCOT Coast,Paid Search,Term,47,40,7,77.36
2023-11-03,ERCOT Coast,Paid Search,Term,46,39,7,76.97
2023-11-04,ERCOT Coast,Paid Search,Term,42,35,7,76.57
2023-11-05,ERCOT Coast,Paid Search,Term,43,37,6,76.89
2023-11-06,ERCOT Coast,Paid Search,Term,42,35,7,78.55
2023-11-07,ERCOT Coast,Paid Search,Term,47,40,7,74.1
2023-11-08,ERCOT Coast,Paid Search,Term,46,38,8,77.87
2023-11-09,ERCOT Coast,Paid Search,Term,46,39,7,76.34
2023-11-10,ERCOT Coast,Paid Search,Term,45,39,6,76.75
2023-11-11,ERCOT Coast,Paid Search,Term,42,36,6,76.47
2023-11-12,ERCOT Coast,Paid Search,Term,42,36,6,75.09
2023-11-13,ERCOT Coast,Paid Search,Term,46,40,6,76.27
2023-11-14,ERCOT Coast,Paid Search,Term,51,44,7,79.48
2023-11-15,ERCOT Coast,Paid Search,Term,45,38,7,75.59
2023-11-16,ERCOT Coast,Paid Search,Term,47,39,8,74.76
2023-11-17,ERCOT Coast,Paid Search,Term,46,39,7,74.56
2023-11-18,ERCOT Coast,Paid Search,Term,44,38,6,77.88
2023-11-19,ERCOT Coast,Paid Search,Term,38,33,5,71.86
2023-11-20,ERCOT Coast,Paid Search,Term,46,40,6,76.09
2023-11-21,ERCOT Coast,Paid Search,Term,41,35,6,77.45
2023-11-22,ERCOT Coast,Paid Search,Term,47,41,6,74.41
2023-11-23,ERCOT Coast,Paid Search,Term,49,43,6,73.43
2023-11-24,ERCOT Coast,Paid Search,Term,48,41,7,76.61
2023-11-25,ERCOT Coast,Paid Search,Term,43,36,7,77.78
2023-11-26,ERCOT Coast,Paid Search,Term,43,36,7,75.47
2023-11-27,ERCOT Coast,Paid Search,Term,48,41,7,74.78
2023-11-28,ERCOT Coast,Paid Search,Term,45,38,7,76.69
2023-11-29,ERCOT Coast,Paid Search,Term,45,39,6,76.45
2023-11-30,ERCOT Coast,Paid Search,Term,44,36,8,74.71
2023-12-01,ERCOT Coast,Paid Search,Term,42,34,8,77.07
2023-12-02,ERCOT Coast,Paid Search,Term,40,35,5,75.78
2023-12-03,ERCOT Coast,Paid Search,Term,39,34,5,74.4
2023-12-04,ERCOT Coast,Paid Search,Term,46,38,8,73.94
2023-12-05,ERCOT Coast,Paid Search,Term,45,38,7,76.3
2023-12-06,ERCOT Coast,Paid Search,Term,42,37,5,75.87
2023-12-07,ERCOT Coast,Paid Search,Term,47,41,6,75.5
2023-12-08,ERCOT Coast,Paid Search,Term,46,41,5,79.23
2023-12-09,ERCOT Coast,Paid Search,Term,39,33,6,76.21
2023-12-10,ERCOT Coast,Paid Search,Term,41,35,6,76.57
2023-12-11,ERCOT Coast,Paid Search,Term,44,36,8,76.28
2023-12-12,ERCOT Coast,Paid Search,Term,46,39,7,76.21
2023-12-13,ERCOT Coast,Paid Search,Term,45,38,7,76.99
2023-12-14,ERCOT Coast,Paid Search,Term,45,39,6,76.39
2023-12-15,ERCOT Coast,Paid Search,Term,43,36,7,76.54
2023-12-16,ERCOT Coast,Paid Search,Term,41,34,7,75.14
2023-12-17,ERCOT Coast,Paid Search,Term,41,35,6,77.34
2023-12-18,ERCOT Coast,Paid Search,Term,48,41,7,74.56
2023-12-19,ERCOT Coast,Paid Search,Term,43,38,5,78.47
2023-12-20,ERCOT Coast,Paid Search,Term,42,35,7,77.81
2023-12-21,ERCOT Coast,Paid Search,Term,44,37,7,76.7
2023-12-22,ERCOT Coast,Paid Search,Term,45,40,5,74.62
2023-12-23,ERCOT Coast,Paid Search,Term,39,34,5,76.29
2023-12-24,ERCOT Coast,Paid Search,Term,37,31,6,76.35
2023-12-25,ERCOT Coast,Paid Search,Term,46,40,6,72.95
2023-12-26,ERCOT Coast,Paid Search,Term,46,39,7,74.71
2023-12-27,ERCOT Coast,Paid Search,Term,45,38,7,76.96
2023-12-28,ERCOT Coast,Paid Search,Term,45,39,6,76.07
2023-12-29,ERCOT Coast,Paid Search,Term,45,37,8,75.29
2023-12-30,ERCOT Coast,Paid Search,Term,40,35,5,78.23
2023-12-31,ERCOT Coast,Paid Search,Term,42,36,6,73.27
2024-01-01,ERCOT Coast,Paid Search,Term,43,37,6,74.52
2024-01-02,ERCOT Coast,Paid Search,Term,43,36,7,74.55
2024-01-03,ERCOT Coast,Paid Search,Term,44,38,6,78.43
2024-01-04,ERCOT Coast,Paid Search,Term,42,35,7,73.1
2024-01-05,ERCOT Coast,Paid Search,Term,46,39,7,76.32
2024-01-06,ERCOT Coast,Paid Search,Term,38,33,5,74.52
2024-01-07,ERCOT Coast,Paid Search,Term,38,32,6,73.87
2024-01-08,ERCOT Coast,Paid Search,Term,45,40,5,74.35
2024-01-09,ERCOT Coast,Paid Search,Term,44,38,6,76.14
2024-01-10,ERCOT Coast,Paid Search,Term,42,35,7,76.08
2024-01-11,ERCOT Coast,Paid Search,Term,46,39,7,75.46
2024-01-12,ERCOT Coast,Paid Search,Term,46,39,7,75.67
2024-01-13,ERCOT Coast,Paid Search,Term,37,31,6,76.54
2024-01-14,ERCOT Coast,Paid Search,Term,42,35,7,78.66
2024-01-15,ERCOT Coast,Paid Search,Term,44,37,7,76.22
2024-01-16,ERCOT Coast,Paid Search,Term,44,38,6,76.96
2024-01-17,ERCOT Coast,Paid Search,Term,44,36,8,74.55
2024-01-18,ERCOT Coast,Paid Search,Term,44,37,7,73.63
2024-01-19,ERCOT Coast,Paid Search,Term,43,36,7,75.21
2024-01-20,ERCOT Coast,Paid Search,Term,38,32,6,80.0
2024-01-21,ERCOT Coast,Paid Search,Term,37,31,6,76.4
2024-01-22,ERCOT Coast,Paid Search,Term,46,39,7,76.03
2024-01-23,ERCOT Coast,Paid Search,Term,43,35,8,75.76
2024-01-24,ERCOT Coast,Paid Search,Term,45,39,6,74.13
2024-01-25,ERCOT Coast,Paid Search,Term,46,40,6,74.91
2024-01-26,ERCOT Coast,Paid Search,Term,47,39,8,78.17
2024-01-27,ERCOT Coast,Paid Search,Term,41,34,7,76.44
2024-01-28,ERCOT Coast,Paid Search,Term,40,33,7,77.8
2024-01-29,ERCOT Coast,Paid Search,Term,45,38,7,74.5
2024-01-30,ERCOT Coast,Paid Search,Term,44,37,7,75.53
2024-01-31,ERCOT Coast,Paid Search,Term,43,37,6,74.42
2024-02-01,ERCOT Coast,Paid Search,Term,44,37,7,76.4
2024-02-02,ERCOT Coast,Paid Search,Term,45,40,5,76.42
2024-02-03,ERCOT Coast,Paid Search,Term,39,34,5,74.77
2024-02-04,ERCOT Coast,Paid Search,Term,41,34,7,76.99
2024-02-05,ERCOT Coast,Paid Search,Term,46,40,6,77.04
2024-02-06,ERCOT Coast,Paid Search,Term,47,41,6,76.27
2024-02-07,ERCOT Coast,Paid Search,Term,44,36,8,76.2
2024-02-08,ERCOT Coast,Paid Search,Term,42,36,6,80.23
2024-02-09,ERCOT Coast,Paid Search,Term,44,38,6,76.34
2024-02-10,ERCOT Coast,Paid Search,Term,38,31,7,76.58
2024-02-11,ERCOT Coast,Paid Search,Term,42,35,7,76.39
2024-02-12,ERCOT Coast,Paid Search,Term,45,38,7,75.84
2024-02-13,ERCOT Coast,Paid Search,Term,44,39,5,76.33
2024-02-14,ERCOT Coast,Paid Search,Term,45,38,7,76.69
2024-02-15,ERCOT Coast,Paid Search,Term,43,37,6,76.75
2024-02-16,ERCOT Coast,Paid Search,Term,42,35,7,76.43
2024-02-17,ERCOT Coast,Paid Search,Term,38,32,6,78.61
2024-02-18,ERCOT Coast,Paid Search,Term,39,34,5,78.1
2024-02-19,ERCOT Coast,Paid Search,Term,45,38,7,74.11
2024-02-20,ERCOT Coast,Paid Search,Term,48,42,6,74.74
2024-02-21,ERCOT Coast,Paid Search,Term,46,38,8,76.95
2024-02-22,ERCOT Coast,Paid Search,Term,44,38,6,78.05
2024-02-23,ERCOT Coast,Paid Search,Term,43,37,6,77.08
2024-02-24,ERCOT Coast,Paid Search,Term,36,32,4,76.95
2024-02-25,ERCOT Coast,Paid Search,Term,40,34,6,77.49
2024-02-26,ERCOT Coast,Paid Search,Term,43,37,6,76.8
2024-02-27,ERCOT Coast,Paid Search,Term,42,36,6,74.21
2024-02-28,ERCOT Coast,Paid Search,Term,45,39,6,77.17
2024-02-29,ERCOT Coast,Paid Search,Term,47,39,8,75.68
2024-03-01,ERCOT Coast,Paid Search,Term,47,39,8,76.88
2024-03-02,ERCOT Coast,Paid Search,Term,39,33,6,77.11
2024-03-03,ERCOT Coast,Paid Search,Term,43,37,6,75.66
2024-03-04,ERCOT Coast,Paid Search,Term,46,40,6,77.43
2024-03-05,ERCOT Coast,Paid Search,Term,47,40,7,80.11
2024-03-06,ERCOT Coast,Paid Search,Term,44,36,8,76.27
2024-03-07,ERCOT Coast,Paid Search,Term,44,36,8,75.62
2024-03-08,ERCOT Coast,Paid Search,Term,45,39,6,76.28
2024-03-09,ERCOT Coast,Paid Search,Term,40,34,6,75.46
2024-03-10,ERCOT Coast,Paid Search,Term,41,36,5,77.17
2024-03-11,ERCOT Coast,Paid Search,Term,50,43,7,77.54
2024-03-12,ERCOT Coast,Paid Search,Term,46,39,7,71.72
2024-03-13,ERCOT Coast,Paid Search,Term,47,40,7,75.31
2024-03-14,ERCOT Coast,Paid Search,Term,46,40,6,75.58
2024-03-15,ERCOT Coast,Paid Search,Term,45,38,7,74.36
2024-03-16,ERCOT Coast,Paid Search,Term,41,34,7,73.48
2024-03-17,ERCOT Coast,Paid Search,Term,44,39,5,77.34
2024-03-18,ERCOT Coast,Paid Search,Term,45,39,6,78.38
2024-03-19,ERCOT Coast,Paid Search,Term,44,37,7,76.54
2024-03-20,ERCOT Coast,Paid Search,Term,46,39,7,76.79
2024-03-21,ERCOT Coast,Paid Search,Term,46,38,8,75.91
2024-03-22,ERCOT Coast,Paid Search,Term,46,39,7,74.54
2024-03-23,ERCOT Coast,Paid Search,Term,43,35,8,73.16
2024-03-24,ERCOT Coast,Paid Search,Term,40,35,5,78.6
2024-03-25,ERCOT Coast,Paid Search,Term,47,41,6,74.17
2024-03-26,ERCOT Coast,Paid Search,Term,49,42,7,74.47
2024-03-27,ERCOT Coast,Paid Search,Term,47,40,7,78.76
2024-03-28,ERCOT Coast,Paid Search,Term,45,39,6,77.85
2024-03-29,ERCOT Coast,Paid Search,Term,47,42,5,76.33
2024-03-30,ERCOT Coast,Paid Search,Term,44,38,6,79.1
2024-03-31,ERCOT Coast,Paid Search,Term,39,33,6,78.11
2024-04-01,ERCOT Coast,Paid Search,Term,46,38,8,74.84
2024-04-02,ERCOT Coast,Paid Search,Term,51,44,7,73.78
2024-04-03,ERCOT Coast,Paid Search,Term,47,40,7,73.0
2024-04-04,ERCOT Coast,Paid Search,Term,48,41,7,76.55
2024-04-05,ERCOT Coast,Paid Search,Term,47,39,8,74.07
2024-04-06,ERCOT Coast,Paid Search,Term,42,36,6,79.05
2024-04-07,ERCOT Coast,Paid Search,Term,44,37,7,74.43
2024-04-08,ERCOT Coast,Paid Search,Term,48,40,8,74.11
2024-04-09,ERCOT Coast,Paid Search,Term,49,41,8,75.02
2024-04-10,ERCOT Coast,Paid Search,Term,50,42,8,76.08
2024-04-11,ERCOT Coast,Paid Search,Term,45,38,7,75.97
2024-04-12,ERCOT Coast,Paid Search,Term,47,40,7,75.5
2024-04-13,ERCOT Coast,Paid Search,Term,41,36,5,76.68
2024-04-14,ERCOT Coast,Paid Search,Term,42,37,5,74.38
2024-04-15,ERCOT Coast,Paid Search,Term,47,40,7,75.82
2024-04-16,ERCOT Coast,Paid Search,Term,46,39,7,75.0
2024-04-17,ERCOT Coast,Paid Search,Term,47,40,7,77.41
2024-04-18,ERCOT Coast,Paid Search,Term,44,36,8,75.51
2024-04-19,ERCOT Coast,Paid Search,Term,47,39,8,78.92
2024-04-20,ERCOT Coast,Paid Search,Term,42,35,7,76.72
2024-04-21,ERCOT Coast,Paid Search,Term,42,35,7,73.08
2024-04-22,ERCOT Coast,Paid Search,Term,45,38,7,76.24
2024-04-23,ERCOT Coast,Paid Search,Term,48,40,8,74.69
2024-04-24,ERCOT Coast,Paid Search,Term,51,43,8,77.19
2024-04-25,ERCOT Coast,Paid Search,Term,48,40,8,75.66
2024-04-26,ERCOT Coast,Paid Search,Term,46,38,8,77.51
2024-04-27,ERCOT Coast,Paid Search,Term,44,37,7,75.53
2024-04-28,ERCOT Coast,Paid Search,Term,43,36,7,76.96
2024-04-29,ERCOT Coast,Paid Search,Term,50,42,8,75.9
2024-04-30,ERCOT Coast,Paid Search,Term,46,39,7,77.17
2024-05-01,ERCOT Coast,Paid Search,Term,48,41,7,76.83
2023-05-01,ERCOT Coast,Door_to_Door,Month_to_Month,61,54,7,68.04
2023-05-02,ERCOT Coast,Door_to_Door,Month_to_Month,64,54,10,68.26
2023-05-03,ERCOT Coast,Door_to_Door,Month_to_Month,66,58,8,66.81
2023-05-04,ERCOT Coast,Door_to_Door,Month_to_Month,63,55,8,66.94
2023-05-05,ERCOT Coast,Door_to_Door,Month_to_Month,64,55,9,67.85
2023-05-06,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,67.21
2023-05-07,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,68.91
2023-05-08,ERCOT Coast,Door_to_Door,Month_to_Month,61,53,8,69.02
2023-05-09,ERCOT Coast,Door_to_Door,Month_to_Month,62,56,6,67.77
2023-05-10,ERCOT Coast,Door_to_Door,Month_to_Month,62,53,9,68.63
2023-05-11,ERCOT Coast,Door_to_Door,Month_to_Month,63,56,7,66.13
2023-05-12,ERCOT Coast,Door_to_Door,Month_to_Month,59,53,6,69.49
2023-05-13,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,68.61
2023-05-14,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,67.2
2023-05-15,ERCOT Coast,Door_to_Door,Month_to_Month,63,53,10,70.98
2023-05-16,ERCOT Coast,Door_to_Door,Month_to_Month,62,55,7,70.13
2023-05-17,ERCOT Coast,Door_to_Door,Month_to_Month,63,54,9,67.56
2023-05-18,ERCOT Coast,Door_to_Door,Month_to_Month,62,54,8,66.94
2023-05-19,ERCOT Coast,Door_to_Door,Month_to_Month,61,53,8,70.51
2023-05-20,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,69.61
2023-05-21,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,66.59
2023-05-22,ERCOT Coast,Door_to_Door,Month_to_Month,64,56,8,66.01
2023-05-23,ERCOT Coast,Door_to_Door,Month_to_Month,62,55,7,67.78
2023-05-24,ERCOT Coast,Door_to_Door,Month_to_Month,62,56,6,67.27
2023-05-25,ERCOT Coast,Door_to_Door,Month_to_Month,62,55,7,69.67
2023-05-26,ERCOT Coast,Door_to_Door,Month_to_Month,61,55,6,67.39
2023-05-27,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,66.79
2023-05-28,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,68.12
2023-05-29,ERCOT Coast,Door_to_Door,Month_to_Month,63,56,7,66.83
2023-05-30,ERCOT Coast,Door_to_Door,Month_to_Month,63,57,6,68.84
2023-05-31,ERCOT Coast,Door_to_Door,Month_to_Month,61,54,7,66.66
2023-06-01,ERCOT Coast,Door_to_Door,Month_to_Month,68,58,10,68.19
2023-06-02,ERCOT Coast,Door_to_Door,Month_to_Month,64,56,8,69.6
2023-06-03,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,68.62
2023-06-04,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,70.64
2023-06-05,ERCOT Coast,Door_to_Door,Month_to_Month,60,54,6,67.46
2023-06-06,ERCOT Coast,Door_to_Door,Month_to_Month,60,53,7,68.96
2023-06-07,ERCOT Coast,Door_to_Door,Month_to_Month,70,62,8,66.59
2023-06-08,ERCOT Coast,Door_to_Door,Month_to_Month,64,56,8,68.39
2023-06-09,ERCOT Coast,Door_to_Door,Month_to_Month,61,55,6,65.47
2023-06-10,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,68.14
2023-06-11,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,69.51
2023-06-12,ERCOT Coast,Door_to_Door,Month_to_Month,63,55,8,68.06
2023-06-13,ERCOT Coast,Door_to_Door,Month_to_Month,65,57,8,68.21
2023-06-14,ERCOT Coast,Door_to_Door,Month_to_Month,65,58,7,67.66
2023-06-15,ERCOT Coast,Door_to_Door,Month_to_Month,65,59,6,69.39
2023-06-16,ERCOT Coast,Door_to_Door,Month_to_Month,63,56,7,67.6
2023-06-17,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,68.12
2023-06-18,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,67.0
2023-06-19,ERCOT Coast,Door_to_Door,Month_to_Month,64,55,9,68.6
2023-06-20,ERCOT Coast,Door_to_Door,Month_to_Month,65,59,6,71.22
